Elution volume;;UV1_280nm;Activity [%];Absorption at 280nm;UV2_360nm;;UV3_410nm;;Cond;;Cond%;;Conc;;pH;;Pressure;;Flow;;Temp;;Fractions;;Inject;;UV1_280nm@01,BASEM;;Logbook;
33.61;;43.89;;-0.55;43.89;319.70;43.89;309.63;48.01;20.91;;;;;;;48.01;1.27;48.01;0.70;;;;;;;43.89;-0.73;;
33.65;;43.95;;-0.54;43.95;319.62;43.95;309.61;48.07;20.91;;;;;;;48.07;1.27;48.07;0.70;;;;;;;43.95;-0.73;;
33.69;;44.00;;-0.58;44.00;319.66;44.00;309.66;48.13;20.91;;;;;;;48.12;1.27;48.13;0.70;;;;;;;44.00;-0.73;;
33.73;;44.05;;-0.60;44.05;319.71;44.05;309.56;48.18;20.91;;;;;;;48.18;1.28;48.18;0.70;;;;;;;44.05;-0.74;;
33.77;;44.11;;-0.59;44.11;319.76;44.11;309.56;48.24;20.91;;;;;;;48.24;1.29;48.24;0.70;;;;;;;44.11;-0.74;;
33.81;;44.16;;-0.53;44.16;319.74;44.16;309.69;48.30;20.92;;;;;;;48.30;1.29;48.30;0.70;;;;;;;44.16;-0.74;;
33.85;;44.21;;-0.54;44.21;319.76;44.21;309.77;48.36;20.92;;;;;;;48.36;1.27;48.36;0.70;;;;;;;44.21;-0.74;;
33.89;;44.27;;-0.57;44.27;319.82;44.27;309.79;48.42;20.91;;;;;;;48.42;1.26;48.42;0.70;;;;;;;44.27;-0.74;;
33.93;;44.32;;-0.57;44.32;319.85;44.32;309.75;48.48;20.92;;;;;;;48.47;1.29;48.48;0.70;;;;;;;44.32;-0.74;;
33.97;;44.37;;-0.59;44.37;319.83;44.37;309.80;48.53;20.92;;;;;;;48.53;1.27;48.53;0.70;;;;;;;44.37;-0.74;;
34.01;;44.43;;-0.59;44.43;319.84;44.43;309.74;48.59;20.91;;;;;;;48.59;1.28;48.59;0.70;;;;;;;44.43;-0.74;;
34.06;;44.48;;-0.58;44.48;319.93;44.48;309.72;48.65;20.91;;;;;;;48.65;1.28;48.65;0.70;;;;;;;44.48;-0.74;;
34.10;;44.53;;-0.58;44.53;319.92;44.53;309.80;48.71;20.91;;;;;;;48.71;1.27;48.71;0.70;;;;;;;44.53;-0.75;;
34.14;;44.59;;-0.59;44.59;319.87;44.59;309.81;48.77;20.91;;;;;;;48.77;1.28;48.77;0.70;;;;;;;44.59;-0.75;;
34.18;;44.64;;-0.63;44.64;319.81;44.64;309.72;48.83;20.91;;;;;;;48.82;1.28;48.83;0.70;;;;;;;44.64;-0.75;;
34.22;;44.69;;-0.68;44.69;319.75;44.69;309.67;48.88;20.91;;;;;;;48.88;1.28;48.88;0.70;;;;;;;44.69;-0.75;;
34.26;;44.75;;-0.74;44.75;319.72;44.75;309.61;48.94;20.91;;;;;;;48.94;1.29;48.94;0.70;;;;;;;44.75;-0.75;;
34.30;;44.80;;-0.75;44.80;319.71;44.80;309.60;49.00;20.91;;;;;;;49.00;1.28;49.00;0.70;;;;;;;44.80;-0.75;;
34.34;;44.85;;-0.75;44.85;319.76;44.85;309.62;49.06;20.91;;;;;;;49.06;1.27;49.06;0.70;;;;;;;44.85;-0.75;;
34.38;;44.91;;-0.75;44.91;319.86;44.91;309.64;49.12;20.91;;;;;;;49.12;1.27;49.12;0.70;;;;;;;44.91;-0.75;;
34.42;;44.96;;-0.73;44.96;319.79;44.96;309.66;49.18;20.91;;;;;;;49.17;1.26;49.18;0.70;;;;;;;44.96;-0.75;;
34.46;;45.01;;-0.77;45.01;319.68;45.01;309.65;49.23;20.91;;;;;;;49.23;1.28;49.23;0.70;;;;;;;45.01;-0.77;;
34.50;;45.07;;-0.76;45.07;319.69;45.07;309.57;49.29;20.91;;;;;;;49.29;1.28;49.29;0.70;;;;;;;45.07;-0.76;;
34.55;;45.12;;-0.75;45.12;319.73;45.12;309.63;49.35;20.91;;;;;;;49.35;1.28;49.35;0.70;;;;;;;45.12;-0.76;;
34.59;;45.17;;-0.74;45.17;319.80;45.17;309.59;49.41;20.91;;;;;;;49.41;1.28;49.41;0.70;;;;;;;45.17;-0.76;;
34.63;;45.23;;-0.74;45.23;319.76;45.23;309.51;49.47;20.91;;;;;;;49.47;1.27;49.47;0.70;;;;;;;45.23;-0.76;;
34.67;;45.28;;-0.79;45.28;319.78;45.28;309.59;49.53;20.91;;;;;;;49.52;1.28;49.53;0.70;;;;;;;45.28;-0.79;;
34.71;;45.33;;-0.80;45.33;319.76;45.33;309.59;49.58;20.91;;;;;;;49.58;1.28;49.58;0.70;;;;;;;45.33;-0.80;;
34.75;;45.39;;-0.77;45.39;319.61;45.39;309.56;49.64;20.91;;;;;;;49.64;1.29;49.64;0.70;;;;;;;45.39;-0.77;;
34.79;;45.44;;-0.76;45.44;319.63;45.44;309.56;49.70;20.91;;;;;;;49.70;1.29;49.70;0.70;;;;;;;45.44;-0.76;;
34.83;;45.49;;-0.79;45.49;319.75;45.49;309.58;49.76;20.91;;;;;;;49.76;1.28;49.76;0.70;;;;;;;45.49;-0.79;;
34.87;;45.55;;-0.79;45.55;319.73;45.55;309.62;49.82;20.91;;;;;;;49.82;1.28;49.82;0.70;;;;;;;45.55;-0.79;;
34.91;;45.60;;-0.78;45.60;319.72;45.60;309.61;49.88;20.91;;;;;;;49.87;1.26;49.88;0.70;;;;;;;45.60;-0.78;;
34.95;;45.65;;-0.78;45.65;319.68;45.65;309.63;49.93;20.91;;;;;;;49.93;1.28;49.93;0.70;;;;;;;45.65;-0.78;;
34.99;;45.71;;-0.77;45.71;319.69;45.71;309.56;49.99;20.91;;;;;;;49.99;1.28;49.99;0.70;;;;;;;45.71;-0.77;;
35.04;;45.76;;-0.78;45.76;319.69;45.76;309.57;50.05;20.91;;;;;;;50.05;1.28;50.05;0.70;;;;;;;45.76;-0.78;;
35.08;;45.81;;-0.73;45.81;319.70;45.81;309.63;50.11;20.91;;;;;;;50.11;1.28;50.11;0.70;;;;;;;45.81;-0.77;;
35.12;;45.87;;-0.73;45.87;319.66;45.87;309.61;50.17;20.91;;;;;;;50.17;1.27;50.17;0.70;;;;;;;45.87;-0.77;;
35.16;;45.92;;-0.73;45.92;319.71;45.92;309.55;50.23;20.91;;;;;;;50.22;1.27;50.23;0.70;;;;;;;45.92;-0.77;;
35.20;;45.97;;-0.71;45.97;319.77;45.97;309.60;50.28;20.91;;;;;;;50.28;1.28;50.28;0.70;;;;;;;45.97;-0.77;;
35.24;;46.03;;-0.71;46.03;319.68;46.03;309.57;50.34;20.92;;;;;;;50.34;1.28;50.34;0.70;;;;;;;46.03;-0.78;;
35.28;;46.08;;-0.73;46.08;319.68;46.08;309.54;50.40;20.92;;;;;;;50.40;1.29;50.40;0.70;;;;;;;46.08;-0.78;;
35.32;;46.13;;-0.73;46.13;319.81;46.13;309.57;50.46;20.91;;;;;;;50.46;1.28;50.46;0.70;;;;;;;46.13;-0.78;;
35.36;;46.19;;-0.62;46.19;319.89;46.19;309.78;50.52;20.91;;;;;;;50.52;1.28;50.52;0.70;;;;;;;46.19;-0.78;;
35.40;;46.24;;-0.60;46.24;319.85;46.24;309.82;50.58;20.91;;;;;;;50.57;1.27;50.58;0.70;;;;;;;46.24;-0.78;;
35.44;;46.29;;-0.59;46.29;319.76;46.29;309.77;50.63;20.91;;;;;;;50.63;1.28;50.63;0.70;;;;;;;46.29;-0.78;;
35.48;;46.35;;-0.54;46.35;319.76;46.35;309.78;50.69;20.91;;;;;;;50.69;1.29;50.69;0.70;;;;;;;46.35;-0.78;;
35.53;;46.40;;-0.52;46.40;319.79;46.40;309.78;50.75;20.91;;;;;;;50.75;1.29;50.75;0.70;;;;;;;46.40;-0.78;;
35.57;;46.45;;-0.51;46.45;319.82;46.45;309.77;50.81;20.91;;;;;;;50.81;1.29;50.81;0.70;;;;;;;46.45;-0.78;;
35.61;;46.51;;-0.54;46.51;319.82;46.51;309.76;50.87;20.91;;;;;;;50.87;1.28;50.87;0.70;;;;;;;46.51;-0.78;;
35.65;;46.56;;-0.55;46.56;319.74;46.56;309.73;50.93;20.91;;;;;;;50.92;1.27;50.93;0.70;;;;;;;46.56;-0.79;;
35.69;;46.61;;-0.57;46.61;319.75;46.61;309.71;50.98;20.91;;;;;;;50.98;1.29;50.98;0.70;;;;;;;46.61;-0.79;;
35.73;;46.67;;-0.55;46.67;319.77;46.67;309.68;51.04;20.91;;;;;;;51.04;1.29;51.04;0.70;;;;;;;46.67;-0.79;;
35.77;;46.72;;-0.57;46.72;319.77;46.72;309.67;51.10;20.91;;;;;;;51.10;1.29;51.10;0.70;;;;;;;46.72;-0.79;;
35.81;;46.77;;-0.60;46.77;319.68;46.77;309.65;51.16;20.91;;;;;;;51.16;1.27;51.16;0.70;;;;;;;46.77;-0.79;;
35.85;;46.83;;-0.63;46.83;319.70;46.83;309.51;51.22;20.91;;;;;;;51.22;1.28;51.22;0.70;;;;;;;46.83;-0.79;;
35.89;;46.88;;-0.61;46.88;319.64;46.88;309.56;51.28;20.91;;;;;;;51.27;1.27;51.28;0.70;;;;;;;46.88;-0.79;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
